total_bill,tip,gender_waiter,gender_customer,smoker,time
34.89,2.44,female,female,yes,day
17.08,3.98,male,female,yes,day
20.16,4.09,male,male,yes,day
40.98,9.75,male,male,yes,evening
27.18,6.42,female,female,yes,evening
33.65,5.27,male,male,yes,day
28.7,7.69,male,male,no,day
27.14,9.93,female,female,yes,day
22.66,9.71,male,male,no,day
43.96,4.43,male,male,yes,evening
33.17,2.85,female,female,yes,evening
39.63,0.06,male,female,yes,day
22.74,1.74,female,female,yes,day
16.64,8.28,female,female,no,evening
13.89,6.07,female,female,no,day
34.14,9.78,female,female,yes,day
28.9,9.29,male,female,no,day
42.04,6.19,male,female,yes,evening
47.61,4.75,male,male,no,evening
15.14,6.85,male,male,yes,day
12.54,0.17,female,female,no,evening
36.32,4.05,female,male,no,day
22.56,4.5,female,male,no,evening
35.37,2.44,male,female,yes,day
46.92,7.62,female,male,yes,evening
23.35,0.9,male,female,no,evening
37.44,1.53,male,female,no,day
12.75,7.8,male,female,no,evening
21.26,3.34,male,female,no,evening
28.93,9.25,male,female,yes,evening
39.3,6.39,female,male,no,day
31.57,9.61,male,female,no,evening
16.69,0.63,female,male,no,day
33.38,1.65,female,male,yes,evening
42.07,5.95,female,male,yes,evening
48.32,0.74,male,female,no,evening
42.83,3.61,female,male,yes,day
35.08,2.52,female,male,no,evening
18.62,7.02,female,female,no,evening
14.32,4.16,male,female,no,day
31.89,2.15,female,female,yes,evening
13.67,6.7,male,female,no,day
34.32,6.56,male,female,yes,day
16.85,1.56,female,male,yes,evening
45.15,3.04,male,male,no,evening
29.45,4.18,female,female,yes,day
14.88,2.14,female,female,yes,day
11.51,6.24,female,female,no,day
35.05,3.3,male,male,no,evening
30.29,8.62,female,male,no,day
47.21,1.99,male,female,no,day
42.16,8.77,male,male,no,evening
15.23,8.22,female,female,no,day
20.56,0.43,male,female,yes,day
34.84,4.16,male,male,yes,evening
14.41,6.24,male,male,no,day
31.93,2.4,female,male,no,day
48.09,1.28,female,male,yes,evening
36.97,6.45,male,male,yes,day
36.01,2.05,male,male,yes,day
26.39,6.92,male,female,yes,evening
39.01,5.78,female,male,no,evening
13.68,4.89,female,female,no,day
15.9,8.15,female,female,yes,day
30.5,9.45,female,male,yes,day
47.08,8.64,male,male,yes,evening
29.12,7.6,female,male,yes,day
39.16,4.68,female,female,yes,day
47.72,9.31,female,male,yes,evening
17.15,7.47,male,female,yes,evening
39.73,3.45,female,male,no,day
25.8,0.32,female,female,no,day
23.41,4.61,male,male,no,evening
46.09,2.68,male,male,yes,day
43.38,7.8,female,male,no,evening
13.77,2.05,female,male,yes,day
26.46,9.22,male,female,no,day
40.0,5.53,female,female,no,day
44.36,9.45,male,female,no,day
18.94,7.71,female,female,no,day
16.68,3.72,male,female,yes,evening
25.27,3.38,female,female,no,evening
26.5,7.7,female,female,no,day
30.69,1.26,female,male,no,day
47.67,4.22,male,female,no,day
11.63,7.25,male,male,no,day
19.63,2.19,female,male,yes,evening
24.34,5.14,female,female,yes,day
42.7,7.31,male,female,yes,day
31.94,3.74,male,male,yes,evening
39.85,8.77,female,male,yes,evening
31.36,9.56,female,female,no,evening
39.11,1.79,male,male,no,day
32.8,5.87,male,female,no,evening
24.37,6.0,female,female,no,evening
13.83,3.89,female,female,no,evening
18.83,7.89,female,male,no,day
21.69,0.76,female,female,yes,evening
37.19,8.16,male,female,yes,day
30.86,4.22,female,female,yes,evening
27.73,7.2,female,male,no,day
27.65,1.16,male,male,no,day
28.13,2.29,female,male,yes,evening
28.76,2.01,female,female,no,evening
34.29,7.59,female,male,no,evening
18.12,4.9,female,male,yes,day
18.27,0.09,female,female,no,day
18.63,8.12,male,female,no,day
18.49,6.08,male,female,yes,evening
18.26,7.09,female,female,yes,day
44.42,0.68,female,female,no,day
39.4,5.53,male,female,yes,evening
36.41,4.37,male,male,no,evening
42.63,5.52,male,male,yes,day
28.96,7.81,male,male,no,evening
38.56,3.53,female,female,no,day
42.57,2.45,female,male,no,evening
24.37,0.36,male,male,yes,day
23.9,7.18,male,female,yes,evening
10.82,9.51,male,female,no,evening
42.59,2.74,female,male,no,day
19.07,4.43,male,female,no,evening
32.92,2.6,male,male,yes,evening
30.42,4.96,male,female,yes,day
42.74,1.98,male,male,no,day
20.17,4.72,female,female,no,evening
38.81,0.21,female,male,no,day
34.23,1.18,male,female,no,day
20.08,2.24,male,female,no,evening
37.08,3.96,male,male,no,evening
30.61,4.0,male,male,no,evening
41.15,5.1,female,female,no,evening
33.11,4.11,female,female,no,day
13.7,3.39,female,female,yes,day
24.1,9.31,male,male,yes,evening
47.51,1.3,female,male,no,evening
36.78,2.65,male,male,yes,evening
17.81,5.44,female,female,yes,evening
43.9,6.71,male,male,yes,evening
36.51,1.02,male,male,no,day
15.38,2.11,male,female,no,day
24.28,6.63,female,female,no,day
35.73,9.9,female,male,no,day
25.19,0.4,female,male,yes,evening
19.61,9.6,male,male,yes,evening
45.75,1.16,female,male,no,day
22.9,3.83,female,female,no,day
32.01,1.55,male,male,yes,day
36.06,0.55,male,male,yes,day
17.4,4.36,male,female,no,day
34.32,1.59,female,female,no,day
10.71,6.26,female,male,no,evening
41.53,6.8,male,male,yes,day
44.95,0.99,male,female,yes,evening
42.54,0.31,female,female,no,evening
21.32,9.71,female,male,yes,day
49.93,6.01,female,male,no,day
28.85,5.76,male,female,no,day
17.98,5.68,male,male,no,day
33.68,5.65,female,female,no,day
10.76,1.97,male,female,yes,evening
49.43,9.89,female,female,yes,day
21.32,2.14,male,female,yes,evening
27.9,2.85,female,female,no,day
48.44,0.49,female,female,no,day
44.05,5.75,male,female,yes,evening
20.52,6.83,male,male,yes,day
35.38,3.05,male,female,yes,evening
31.49,2.48,male,male,no,day
23.02,0.16,male,female,yes,evening
30.78,2.6,female,male,no,day
46.59,9.5,male,male,no,evening
45.13,7.43,female,male,no,evening
42.14,9.08,female,male,no,evening
10.2,6.3,male,female,no,day
29.93,4.45,female,male,yes,day
22.44,4.04,female,female,yes,evening
33.67,3.35,female,male,yes,day
26.71,5.92,male,male,no,evening
49.12,0.73,male,female,no,evening
28.26,7.81,female,male,no,day
24.52,9.67,male,female,no,evening
17.51,6.56,male,female,no,evening
48.98,0.36,male,female,yes,day
32.34,0.32,female,male,yes,day
45.52,2.53,female,male,yes,day
37.38,3.09,male,male,no,day
34.66,9.97,female,female,yes,day
23.29,8.41,female,male,no,day
11.07,1.29,male,male,yes,evening
16.2,0.76,female,male,yes,day
15.82,9.09,female,female,yes,evening
24.9,9.68,male,male,yes,evening
28.27,5.96,male,female,no,day
39.45,8.27,female,male,yes,evening
48.86,1.61,male,female,yes,day
12.86,5.62,male,female,no,evening
36.14,0.61,female,female,yes,evening
19.92,5.68,female,female,yes,evening
23.01,8.49,female,female,no,day
46.51,8.63,male,female,no,evening
17.46,9.94,female,male,yes,evening
44.56,2.59,female,female,no,evening
29.82,7.91,male,male,yes,evening
27.31,4.6,female,male,yes,evening
20.07,7.09,male,female,yes,day
11.08,0.09,male,female,yes,day
23.55,3.96,female,female,yes,evening
30.2,4.19,male,female,yes,day
43.23,8.42,male,female,yes,day
44.32,9.6,male,female,no,day
49.83,1.76,female,female,yes,evening
14.27,9.38,female,female,yes,day
14.28,1.13,male,male,yes,day
47.17,6.21,female,female,no,evening
42.42,3.86,female,male,no,evening
34.97,0.6,male,male,no,evening
37.05,4.74,male,female,yes,evening
34.34,3.19,male,female,no,evening
43.48,1.42,female,female,no,day
42.75,3.38,female,male,no,evening
14.25,8.18,female,male,no,day
38.14,2.89,female,female,no,day
16.56,4.11,female,female,yes,day
42.73,2.2,male,male,no,day
49.32,1.62,male,female,yes,evening
29.5,6.52,male,male,no,evening
32.65,0.73,female,female,no,day
43.7,7.18,female,female,no,evening
29.36,8.17,female,female,no,day
17.31,7.17,female,male,no,evening
21.76,3.9,female,female,yes,evening
12.81,3.83,male,male,no,day
24.15,6.67,male,female,no,day
46.94,3.39,female,male,yes,day
17.38,0.13,female,female,no,evening
46.15,3.41,female,male,no,evening
40.63,3.04,female,male,yes,day
45.25,7.03,male,male,yes,day
34.47,5.48,male,female,yes,day
33.72,4.23,female,male,yes,day
21.13,3.7,male,male,yes,day
39.97,7.34,male,male,yes,day
10.38,1.82,female,female,no,evening
23.71,8.89,male,male,yes,evening
44.59,2.84,female,female,no,evening
27.21,3.43,male,male,no,day
40.15,8.94,male,male,yes,evening
38.6,9.79,male,female,yes,day
49.9,4.41,female,male,yes,day
35.74,3.77,male,male,no,evening
14.22,6.96,female,female,yes,day
31.06,3.96,female,male,no,evening
14.26,3.56,female,male,yes,day
21.28,4.42,male,male,yes,evening
11.17,0.1,female,female,yes,evening
39.24,0.88,male,male,no,day
40.6,2.39,male,female,no,evening
20.83,7.06,female,male,no,evening
28.99,6.19,female,male,no,day
34.6,5.92,male,female,no,evening
43.05,6.04,female,female,yes,evening
23.4,8.37,female,male,yes,day
27.53,2.98,male,female,yes,evening
46.8,9.6,male,female,no,evening
41.84,3.72,male,female,yes,evening
36.05,5.12,male,male,yes,evening
45.97,2.4,female,female,yes,day
10.88,9.32,male,female,no,evening
28.06,6.38,female,female,yes,evening
10.01,8.3,female,female,yes,day
30.07,5.63,male,female,yes,evening
15.4,3.49,male,female,no,evening
19.3,9.38,male,male,no,evening
49.87,8.57,female,male,no,evening
28.13,5.52,male,female,no,evening
10.13,3.29,female,female,yes,day
33.89,6.71,male,male,no,evening
31.13,1.71,female,female,no,day
11.67,9.08,female,male,yes,day
15.59,1.77,female,female,yes,evening
49.37,2.71,male,female,no,evening
25.84,3.69,female,female,no,day
22.03,3.97,female,female,yes,evening
47.08,4.5,female,male,no,evening
16.37,9.92,male,female,yes,evening
20.15,8.55,female,male,yes,day
45.26,7.88,male,female,yes,evening
21.7,2.71,male,male,yes,day
35.53,9.02,male,male,no,evening
23.29,0.78,male,female,no,evening
18.08,3.79,female,female,no,day
26.41,0.39,female,female,yes,evening
40.24,8.62,male,male,no,day
27.74,3.59,male,male,no,evening
20.04,9.49,female,female,yes,day
48.32,6.66,female,male,no,day
18.71,4.18,female,female,no,day
24.63,2.43,male,male,yes,evening
41.15,5.02,male,male,no,day
38.09,0.84,female,female,yes,evening
32.65,8.02,male,male,yes,evening
11.99,7.18,female,female,no,day
14.5,9.3,female,female,yes,evening
19.91,6.39,female,male,no,day
28.1,7.41,male,male,no,day
29.04,9.23,female,male,no,day
20.68,9.71,female,female,no,evening
15.56,6.45,male,female,no,day
12.15,7.94,female,female,no,day
25.71,4.65,female,female,no,day
12.08,2.18,female,male,yes,day
16.76,0.01,female,female,no,evening
34.35,5.39,female,male,yes,day
13.68,1.39,female,male,no,evening
17.71,6.38,female,female,yes,evening
13.93,9.08,male,male,yes,day
16.59,2.81,female,male,yes,evening
33.73,5.33,female,female,no,evening
22.13,8.01,male,female,no,evening
23.16,8.22,male,male,no,day
48.47,6.02,male,female,yes,evening
24.5,9.9,male,male,no,evening
48.24,6.11,male,female,no,evening
47.51,1.93,female,female,yes,evening
14.13,9.75,female,female,no,evening
28.26,4.84,male,male,yes,evening
38.26,3.23,male,male,no,day
38.37,4.85,female,female,no,evening
35.34,2.09,male,male,yes,evening
30.47,2.31,female,female,no,evening
39.5,0.24,female,male,yes,evening
11.71,6.77,male,male,yes,evening
41.03,7.19,male,female,yes,evening
12.64,7.69,female,male,yes,evening
10.13,2.71,female,female,no,day
24.03,7.64,male,male,no,evening
49.14,1.14,female,male,no,evening
40.75,3.8,female,female,no,day
19.38,0.58,female,female,no,evening
15.38,8.89,male,male,no,evening
44.95,5.92,female,male,yes,day
17.57,1.65,male,female,yes,evening
27.0,5.0,male,male,yes,day
18.15,4.9,male,male,no,day
25.71,6.38,male,male,no,evening
10.02,0.14,male,male,no,day
13.69,0.1,male,female,yes,evening
48.43,2.32,female,male,no,day
33.88,7.68,male,female,yes,day
14.55,2.15,male,female,yes,evening
35.88,1.64,female,female,no,day
37.74,1.86,female,male,no,day
28.87,2.12,female,male,yes,evening
44.29,1.99,male,female,yes,evening
15.72,6.38,male,male,yes,evening
29.36,8.97,male,female,yes,evening
45.66,9.57,male,female,yes,evening
38.29,5.93,female,male,yes,evening
30.45,5.18,male,female,no,evening
33.12,6.49,female,female,yes,day
39.55,9.91,female,female,no,day
25.13,5.87,female,male,yes,evening
41.76,2.59,female,female,no,day
18.81,6.69,male,female,no,day
21.39,2.86,female,male,no,day
37.55,8.29,female,male,yes,day
46.17,1.75,female,female,no,evening
48.3,9.14,male,male,no,day
37.31,3.3,male,female,no,day
45.84,4.39,female,male,no,evening
29.07,7.67,female,male,yes,evening
15.45,4.26,male,female,no,evening
35.31,4.43,male,female,no,evening
32.24,8.78,male,female,yes,day
15.94,6.37,female,male,yes,day
23.49,8.91,female,male,yes,evening
20.09,7.33,male,female,no,evening
12.97,7.31,female,female,yes,day
23.53,2.93,female,female,yes,day
49.79,2.9,female,male,yes,evening
34.85,7.35,male,male,yes,evening
33.67,4.68,female,female,no,evening
29.76,1.95,female,female,no,evening
43.83,7.04,female,male,yes,day
20.35,7.77,female,male,yes,evening
38.2,7.68,male,female,yes,day
11.1,5.7,male,male,yes,evening
17.56,7.73,female,female,yes,day
12.0,1.44,female,male,no,evening
23.59,9.13,female,female,no,evening
44.98,1.66,male,female,no,day
42.45,2.43,male,female,no,evening
20.3,8.27,female,female,no,day
10.19,1.0,female,female,no,day
39.32,7.85,female,male,yes,evening
17.82,2.51,female,female,no,day
13.6,2.1,female,female,no,day
43.03,7.6,female,male,yes,evening
34.86,3.55,male,male,no,evening
23.8,2.02,male,male,yes,evening
13.93,2.81,female,male,yes,evening
40.61,0.01,female,male,yes,evening
39.36,7.46,male,female,yes,day
29.03,3.58,male,female,no,day
31.85,0.58,female,male,yes,evening
36.08,0.5,male,male,yes,evening
28.04,8.27,male,female,yes,day
47.65,2.97,female,female,no,evening
26.3,4.43,male,male,no,day
44.97,0.67,female,male,no,day
48.5,3.95,male,male,yes,evening
48.16,9.89,male,male,no,evening
25.1,1.8,male,male,no,evening
19.84,6.91,male,female,yes,day
45.18,9.72,male,female,no,day
31.45,1.96,female,female,yes,day
35.1,5.31,male,male,yes,evening
45.71,5.35,male,female,no,day
28.26,9.97,female,male,yes,day
28.95,0.56,male,male,no,day
42.2,9.11,female,female,no,day
33.79,2.41,female,male,no,day
41.3,2.5,female,female,yes,day
21.01,7.34,male,female,no,evening
38.22,7.71,female,female,no,evening
49.76,0.71,female,male,no,day
33.19,2.26,male,female,yes,day
49.94,3.36,male,female,yes,day
35.67,3.04,male,male,yes,day
48.21,9.9,male,male,no,evening
10.84,3.93,female,male,yes,day
11.37,6.35,male,male,no,day
47.73,8.76,female,male,no,evening
25.26,8.69,male,male,yes,day
20.65,4.66,female,male,no,evening
47.29,3.06,female,male,yes,evening
35.6,2.64,male,female,no,day
23.68,7.71,female,male,no,evening
49.44,8.29,female,male,yes,day
23.91,8.05,female,male,yes,day
26.08,0.85,male,female,yes,day
48.34,6.44,male,male,yes,day
13.95,0.26,female,male,no,evening
25.94,7.15,female,female,no,day
38.5,9.53,female,female,yes,day
14.28,1.94,male,male,yes,evening
44.24,0.71,male,female,yes,day
27.46,1.67,male,female,yes,day
42.8,7.41,male,female,yes,evening
15.69,0.03,male,male,no,evening
45.92,0.03,female,male,no,day
21.41,2.15,male,female,no,evening
47.24,4.81,male,male,no,day
16.39,7.81,male,female,no,day
49.95,2.29,male,male,yes,evening
48.43,2.1,male,male,yes,evening
36.98,2.87,female,female,no,day
48.8,8.19,male,female,no,evening
48.86,8.76,male,male,yes,evening
36.33,3.1,male,male,yes,evening
17.13,4.56,female,male,no,evening
17.63,0.65,female,female,no,day
16.09,0.64,female,female,no,day
13.77,1.11,female,male,no,day
22.68,9.22,female,male,no,evening
17.74,5.64,male,male,yes,day
25.72,2.33,female,female,no,day
14.61,0.97,male,male,no,evening
11.26,7.68,male,female,yes,day
14.02,3.12,male,female,no,day
19.57,9.64,female,male,no,evening
39.9,6.6,female,female,yes,evening
28.32,0.69,female,female,yes,evening
10.59,0.92,male,female,no,day
21.01,2.58,female,female,yes,evening
33.37,3.76,male,male,no,day
38.05,9.9,male,female,yes,day
32.38,5.79,male,female,no,day
17.03,4.31,female,female,yes,evening
13.68,0.36,female,male,yes,evening
46.55,2.79,male,female,yes,evening
21.98,3.65,male,male,yes,evening
44.39,7.2,male,female,no,day
38.63,2.63,male,male,no,evening
26.08,0.63,female,male,yes,day
26.37,2.54,male,female,no,evening
29.49,0.38,female,male,yes,day
10.14,8.96,female,male,yes,day
46.69,4.34,male,male,yes,evening
47.17,4.04,male,female,yes,evening
47.8,3.73,female,female,yes,day
30.98,3.01,female,female,no,evening
11.45,3.22,male,male,yes,evening
40.67,9.49,male,male,yes,day
35.0,8.03,male,female,yes,day
38.81,3.02,female,female,yes,day
34.08,2.0,female,male,yes,day
25.25,4.05,female,female,no,evening
28.11,0.25,female,female,no,evening
19.37,2.93,male,female,yes,evening
48.75,5.69,female,female,no,day
30.95,6.15,male,female,yes,evening
30.66,3.22,female,male,no,day
21.7,3.98,male,female,no,evening
10.95,6.74,male,male,no,evening
24.89,9.16,female,male,yes,evening
24.48,8.24,male,male,yes,evening
25.23,6.8,male,male,yes,evening
24.81,1.33,male,male,yes,day
18.59,9.4,male,male,no,day
32.67,7.12,female,male,yes,day
15.78,7.26,male,male,no,day
27.47,6.1,male,female,no,evening
29.45,9.77,female,male,no,day
11.37,7.84,female,female,no,day
11.96,7.81,female,female,yes,day
16.77,6.87,female,female,yes,evening
21.27,6.38,male,male,yes,evening
18.66,1.54,male,male,no,day
29.53,4.59,female,female,no,evening
22.51,5.86,male,female,no,evening
44.44,2.46,male,male,yes,evening
34.12,6.51,male,female,no,evening
42.39,7.78,female,female,yes,evening
34.24,2.01,male,female,no,evening
21.05,7.99,male,male,no,day
12.4,3.74,female,female,yes,evening
26.5,6.46,male,female,yes,evening
